,artist,track,timeInS,date.entered,date.peaked,week,chart pos
10015,"Keith, Toby",Country Comes To Town,219,2000-08-05,2000-10-14,32,
10016,Beenie Man,Girls Dem Sugar,257,2000-10-21,2000-12-02,32,
10017,"Hill, Faith",Let's Make Love,251,2000-08-12,2000-10-21,32,
10018,Kelis,Caught Out There,249,1999-12-04,2000-01-08,32,
10019,Jay-Z,Anything,221,2000-02-26,2000-03-11,32,
10020,3 Doors Down,Loser,264,2000-10-21,2000-12-02,32,
10021,Brooks & Dunn,You'll Always Be Loved By Me,178,2000-06-10,2000-09-09,32,
10022,"Chesney, Kenny",What I Need To Do,245,2000-04-01,2000-06-10,32,
10023,"Stone, Angie",No More Rain (In This Cloud),282,1999-12-25,2000-01-22,32,
10024,Da Brat,That's What I'm Looking For,224,2000-02-26,2000-04-15,32,
10025,SheDaisy,This Woman Needs,200,2000-02-05,2000-03-04,32,
10026,Papa Roach,Last Resort,199,2000-07-29,2000-12-02,32,
10027,"Adams, Yolanda",Open My Heart,330,2000-08-26,2000-10-21,32,
10028,Shyne,Bad Boyz,262,2000-09-09,2000-10-28,32,
10029,R.E.M.,The Great Beyond,250,1999-12-25,2000-01-29,32,
10030,"Diffie, Joe",It's Always Somethin',175,2000-08-12,2000-09-16,32,
10031,"McGraw, Tim",Some Things Never Change,236,2000-05-13,2000-07-01,32,
10032,"Henley, Don",Taking You Home,248,2000-06-24,2000-08-05,32,
10033,Eminem,The Way I Am,280,2000-08-26,2000-09-30,32,
10034,Nas,You Owe Me,231,2000-03-25,2000-04-15,32,
10035,Sister Hazel,Change Your Mind,242,2000-07-15,2000-08-05,32,
10036,Puff Daddy,Best Friend,333,2000-02-12,2000-02-19,32,
10037,"McBride, Martina",There You Are,206,2000-09-09,2000-10-21,32,
10038,Usher,Pop Ya Collar,216,2000-11-04,2000-11-18,32,
10039,Lil' Kim,No Matter What They Say,252,2000-07-15,2000-08-05,32,
10040,LFO,I Don't Wanna Kiss You Goodnight,300,2000-04-15,2000-04-22,32,
10041,SheDaisy,Deck The Halls,226,1999-12-25,2000-01-01,32,
10042,Splender,I Think God Can Explain,235,2000-06-10,2000-06-24,32,
10043,"Simpson, Jessica",Where You Are,231,2000-04-01,2000-04-15,32,
10044,M2M,Mirror Mirror,199,2000-04-01,2000-05-27,32,
10045,Kumbia Kings,U Don't Love Me,230,2000-03-04,2000-03-18,32,
10046,Joe,Treat Her Like A Lady,252,2000-08-05,2000-08-19,32,
10047,"Blige, Mary J.",Deep Inside,326,1999-11-13,2000-01-22,32,
10048,"Price, Kelly",You Should've Told Me,192,2000-09-23,2000-12-02,32,
10049,Changing Faces,That Other Woman,240,2000-09-30,2000-10-28,32,
10050,"Wright, Chely",It Was,231,2000-03-04,2000-04-15,32,
10051,Limp Bizkit,Rollin',244,2000-11-11,2000-12-09,32,
10052,Hot Boys,I Need A Hot Girl,256,2000-02-19,2000-03-11,32,
10053,Jay-Z,Do It Again (Put Ya Hands Up),227,2000-01-15,2000-01-29,32,
10054,"Adkins, Trace",More,185,2000-04-29,2000-06-17,32,
10055,"Dixie Chicks, The",Cold Day In July,312,2000-06-24,2000-08-05,32,
10056,"Price, Kelly",As We Lay,380,2000-07-15,2000-08-05,32,
10057,DMX,What's My Name,230,2000-01-15,2000-02-12,32,
10058,"Martin, Ricky",Private Emotion,242,2000-03-11,2000-03-18,32,
10059,Nine Days,If I Am,258,2000-12-02,2000-12-02,32,
10060,"Blige, Mary J.",Give Me You,300,2000-04-15,2000-05-13,32,
10061,Red Hot Chili Peppers,Californication,321,2000-07-29,2000-10-14,32,
10062,Third Eye Blind,Deep Inside Of You,250,2000-09-02,2000-10-07,32,
10063,"Brooks, Garth",Do What You Gotta Do,176,2000-02-19,2000-03-18,32,
10064,"Offspring, The",Original Prankster,222,2000-11-25,2000-12-09,32,
10065,"Anthony, Marc",My Baby You,239,2000-09-16,2000-10-07,32,
10066,"Houston, Whitney","Same Script, Different Cast",285,2000-06-17,2000-07-15,32,
10067,D'Angelo,Left & Right,275,1999-12-11,2000-01-01,32,
10068,"Kravitz, Lenny",I Belong To You,257,2000-03-25,2000-04-08,32,
10069,"Loveless, Patty",That's The Kind Of Mood I'm In,207,2000-09-16,2000-11-18,32,
10070,Q-Tip,Breathe And Stop,246,2000-01-22,2000-01-22,32,
10071,"Rimes, LeAnn",Can't Fight The Moonlight,213,2000-09-09,2000-09-16,32,
10072,Lil Wayne,Tha Block Is Hot,253,1999-12-04,2000-01-08,32,
10073,2 Pac,Baby Don't Cry (Keep Ya Head Up II),262,2000-02-26,2000-03-11,32,
10074,"Wallflowers, The",Sleepwalker,209,2000-10-28,2000-10-28,32,
10075,Drama,"Left, Right, Left",217,2000-02-12,2000-03-18,32,
10076,Limp Bizkit,N 2 Gether Now,235,1999-12-04,2000-01-08,32,
10077,Lox,"Ryde or Die, Chick",236,2000-03-18,2000-03-25,32,
10078,Ying Yang Twins,Whistle While You Twurk,259,2000-03-18,2000-04-29,32,
10079,"Walker, Clay","Live, Laugh, Love",246,1999-12-04,2000-01-22,32,
10080,Metallica,No Leaf Clover (Live),343,2000-02-12,2000-03-11,32,
10081,Yankee Grey,Another Nine Minutes,190,2000-04-29,2000-05-20,32,
10082,"Bega, Lou",Tricky Tricky ,203,2000-01-29,2000-02-05,32,
10083,Big Punisher,It's So Hard,205,2000-04-22,2000-05-06,32,
10084,"Worley, Darryl",When You Need My Love,215,2000-06-17,2000-09-02,32,
10085,Lil' Kim,How Many Licks?,230,2000-11-25,2000-12-02,32,
10086,"Clark, Terri",A Little Gasoline,187,2000-12-16,2000-12-16,32,
10087,"Brock, Chad",A Country Boy Can Survive,234,2000-01-01,2000-01-08,32,
10088,"Cagle, Chris",My Love Goes On And On,182,2000-10-21,2000-12-02,32,
10089,"Byrd, Tracy",Put Your Hand In Mine,270,2000-01-29,2000-02-12,32,
10090,Metallica,I Disappear,266,2000-05-13,2000-06-17,32,
10091,Jay-Z,Hey Papi,220,2000-08-12,2000-10-07,32,
10092,Fatboy Slim,The Rockafeller Skank,240,1999-11-13,2000-01-22,32,
10093,"Levert, Gerald",Mr. Too Damn Good,246,2000-03-18,2000-04-08,32,
10094,"McKnight, Brian",Stay Or Let It Go,272,2000-02-26,2000-03-25,32,
10095,"Allan, Gary",Smoke Rings In The Dark,258,2000-01-22,2000-02-05,32,
10096,Ginuwine,The Best Man I Can Be,246,2000-01-08,2000-03-04,32,
10097,Before Dark,Monica,244,2000-05-20,2000-06-17,32,
10098,"Estefan, Gloria",No Me Dejes De Querer,205,2000-06-10,2000-06-10,32,
10099,Stone Temple Pilots,Sour Girl,256,2000-07-08,2000-07-29,32,
10100,Montgomery Gentry,Daddy Won't Sell The Farm,258,2000-03-04,2000-03-25,32,
10101,"Cyrus, Billy Ray",You Won't Be Lonely Now,225,2000-09-23,2000-11-11,32,
10102,Clark Family Experience,Meanwhile Back At The Ranch,176,2000-11-18,2000-12-16,32,
10103,"Thomas, Carl",Summer Rain,297,2000-09-23,2000-10-14,32,
10104,"Yearwood, Trisha",Real Live Woman,235,2000-04-01,2000-04-29,32,
10105,Trick Daddy,Shut Up,257,2000-05-20,2000-06-17,32,
10106,"Moore, Chante",Straight Up,220,2000-10-28,2000-12-02,32,
10107,Cam'ron,What Means The World To You,278,2000-10-14,2000-11-18,32,
10108,Juvenile,U Understand,231,2000-02-05,2000-02-12,32,
10109,"Hollister, Dave",Can't Stay,377,2000-03-25,2000-03-25,32,
10110,Tamia,Can't Go For That,218,2000-09-16,2000-09-30,32,
10111,LFO,West Side Story,207,2000-08-05,2000-08-12,32,
10112,"Paisley, Brad",Me Neither,199,2000-05-13,2000-05-20,32,
10113,"Carter, Torrey",Take That,223,2000-06-24,2000-07-08,32,
10114,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),195,2000-09-02,2000-09-09,32,
10115,Madison Avenue,Don't Call Me Baby,224,2000-07-08,2000-09-16,32,
10116,Eve,Got It All,228,2000-07-15,2000-07-22,32,
10117,Limp Bizkit,Re-Arranged,248,1999-12-04,2000-02-05,32,
10118,"Spencer, Tracie",Still In My Heart,251,2000-03-04,2000-03-11,32,
10119,Nu Flavor,3 Little Words,234,2000-06-03,2000-06-17,32,
10120,Tamar,If You Don't Wanna Love Me,242,2000-03-25,2000-04-15,32,
10121,"Levert, Gerald",Baby U Are,250,2000-08-19,2000-08-26,32,
10122,"Hart, Beth",L.A. Song,227,1999-11-27,2000-01-15,32,
10123,"Diffie, Joe",The Quittin' Kind,203,2000-01-01,2000-01-22,32,
10124,Funkmaster Flex,Do You,254,2000-11-11,2000-12-02,32,
10125,"Price, Kelly",Love Sets You Free,226,2000-05-13,2000-05-20,32,
10126,En Vogue,Riddle,310,2000-06-17,2000-06-17,32,
10127,"Herndon, Ty",No Mercy,283,2000-03-18,2000-05-06,32,
10128,Anastacia,I'm Outta Love,241,2000-04-01,2000-04-01,32,
10129,Trina,Pull Over,178,2000-09-09,2000-09-16,32,
10130,Lil' Mo,Ta Da,257,2000-08-12,2000-09-16,32,
10131,A*Teens,Dancing Queen,224,2000-07-08,2000-07-29,32,
10132,"Sheist, Shade",Where I Wanna Be,256,2000-11-11,2000-11-18,32,
10133,De La Soul,All Good?,302,2000-12-23,2000-12-23,32,
10134,"Larrieux, Amel",Get Up,242,2000-03-04,2000-03-11,32,
10135,"Braxton, Toni",Spanish Guitar,264,2000-12-02,2000-12-02,32,
10136,Tuesday,I Know,246,2000-12-30,2000-12-30,32,
10137,LL Cool J,Imagine That,240,2000-08-12,2000-08-19,32,
10138,Master P,Souljas,213,2000-11-18,2000-11-18,32,
10139,Ghostface Killah,Cherchez LaGhost,184,2000-08-05,2000-08-05,32,
10140,"Smith, Will",Freakin' It,238,2000-02-12,2000-02-12,32,
10141,Zombie Nation,Kernkraft 400,210,2000-09-02,2000-09-02,32,
10142,"Eastsidaz, The",Got Beef,238,2000-07-01,2000-07-01,32,
10143,Fragma,Toca's Miracle,202,2000-10-28,2000-10-28,32,
10144,Destiny's Child,Independent Women Part I,218,2000-09-23,2000-11-18,33,
10145,Santana,"Maria, Maria",258,2000-02-12,2000-04-08,33,
10146,Savage Garden,I Knew I Loved You,247,1999-10-23,2000-01-29,33,47.0
10147,Madonna,Music,225,2000-08-12,2000-09-16,33,
10148,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,2000-08-05,2000-10-14,33,
10149,Janet,Doesn't Really Matter,257,2000-06-17,2000-08-26,33,
10150,Destiny's Child,Say My Name,271,1999-12-25,2000-03-18,33,
10151,"Iglesias, Enrique",Be With You,216,2000-04-01,2000-06-24,33,
10152,Sisqo,Incomplete,232,2000-06-24,2000-08-12,33,
10153,Lonestar,Amazed,265,1999-06-05,2000-03-04,33,23.0
10154,N'Sync,It's Gonna Be Me,190,2000-05-06,2000-07-29,33,
10155,"Aguilera, Christina",What A Girl Wants,198,1999-11-27,2000-01-15,33,
10156,Vertical Horizon,Everything You Want,241,2000-01-22,2000-07-15,33,18.0
10157,Creed,With Arms Wide Open,232,2000-05-13,2000-11-11,33,4.0
10158,Aaliyah,Try Again,243,2000-03-18,2000-06-17,33,
10159,matchbox twenty,Bent,252,2000-04-29,2000-07-22,33,27.0
10160,"Carey, Mariah",Thank God I Found You,254,1999-12-11,2000-02-19,33,
10161,"Hill, Faith",Breathe,244,1999-11-06,2000-04-22,33,2.0
10162,Mya,Case Of The Ex (Whatcha Gonna Do),230,2000-08-19,2000-12-02,33,
10163,Dream,He Loves U Not,223,2000-09-30,2000-12-30,33,
10164,"Braxton, Toni",He Wasn't Man Enough,261,2000-03-18,2000-05-06,33,37.0
10165,"Anthony, Marc",You Sang To Me,230,2000-02-26,2000-06-03,33,
10166,98¡,Give Me Just One Night (Una Noche),204,2000-08-19,2000-09-30,33,
10167,Destiny's Child,Jumpin' Jumpin',228,2000-05-13,2000-08-19,33,
10168,3 Doors Down,Kryptonite,233,2000-04-08,2000-11-11,33,3.0
10169,Sisqo,Thong Song,245,2000-01-29,2000-05-20,33,
10170,"Aguilera, Christina",I Turn To You,240,2000-04-15,2000-07-01,33,
10171,"Houston, Whitney",My Love Is Your Love,256,1999-09-04,2000-01-08,33,
10172,Joe,I Wanna Know,297,2000-01-01,2000-07-01,33,6.0
10173,"Jordan, Montell",Get It On.. Tonite,274,1999-10-23,2000-02-12,33,
10174,N'Sync,Bye Bye Bye,195,2000-01-29,2000-04-15,33,
10175,Eminem,The Real Slim Shady,282,2000-05-06,2000-06-24,33,
10176,Pink,Most Girls,246,2000-08-12,2000-11-25,33,
10177,"Mumba, Samantha",Gotta Tell You,199,2000-09-09,2000-12-09,33,
10178,Blaque,Bring It All To Me,226,1999-10-23,2000-01-22,33,
10179,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,1999-11-27,2000-01-08,33,
10180,"Gray, Macy",I Try,232,2000-02-19,2000-05-20,33,
10181,N'Sync,This I Promise You,263,2000-09-30,2000-12-02,33,
10182,Ruff Endz,No More,236,2000-07-01,2000-09-02,33,
10183,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,2000-01-01,2000-03-18,33,
10184,Nine Days,Absolutely (Story Of A Girl),189,2000-05-06,2000-07-22,33,
10185,"Dion, Celine",That's The Way It Is,243,1999-11-13,2000-03-04,33,
10186,Blink-182,All The Small Things,172,1999-12-04,2000-02-19,33,
10187,Eiffel 65,Blue (Da Ba Dee),209,1999-12-11,2000-01-29,33,
10188,"Badu, Erkyah",Bag Lady,303,2000-08-19,2000-10-07,33,
10189,Pink,There U Go,203,2000-03-04,2000-04-08,33,
10190,Creed,Higher,316,1999-09-11,2000-07-22,33,25.0
10191,Nelly,(Hot S**t) Country Grammar,257,2000-04-29,2000-09-16,33,36.0
10192,Next,Wifey,243,2000-05-27,2000-09-09,33,
10193,Kenny G,Auld Lang Syne (The Millenium Mix),470,1999-12-25,2000-01-08,33,
10194,Sonique,It Feels So Good,228,2000-01-22,2000-04-22,33,
10195,"Spears, Britney",Oops!.. I Did It Again,210,2000-04-22,2000-06-10,33,
10196,"Backstreet Boys, The",Shape Of My Heart,229,2000-10-14,2000-12-02,33,
10197,Everclear,Wonderful,270,2000-07-08,2000-09-30,33,
10198,Ja Rule,Between Me And You,245,2000-09-16,2000-11-18,33,
10199,"Rimes, LeAnn",I Need You,222,2000-05-27,2000-08-12,33,
10200,Smash Mouth,Then The Morning Comes,184,1999-10-30,2000-01-29,33,
10201,Jay-Z,I Just Wanna Love U (Give It 2 Me),230,2000-10-28,2000-12-30,33,
10202,Jagged Edge,Let's Get Married,263,2000-05-06,2000-07-29,33,
10203,Filter,Take A Picture,263,1999-11-27,2000-02-05,33,
10204,"Martin, Ricky",She Bangs,242,2000-10-07,2000-12-02,33,
10205,Mystikal,Shake Ya Ass,286,2000-08-12,2000-10-28,33,
10206,BBMak,Back Here,215,2000-04-29,2000-07-29,33,
10207,"Spears, Britney",From The Bottom Of My Broken Heart,270,2000-01-29,2000-02-26,33,
10208,Third Eye Blind,Never Let You Go,237,2000-01-22,2000-04-01,33,
10209,Red Hot Chili Peppers,Otherside,253,2000-02-12,2000-05-27,33,
10210,Profyle,Liar,237,2000-09-16,2000-10-28,33,
10211,Barenaked Ladies,Pinch Me,226,2000-09-09,2000-11-25,33,
10212,Jagged Edge,He Can't Love U,210,1999-12-11,2000-01-08,33,
10213,504 Boyz,Wobble Wobble,215,2000-04-15,2000-05-06,33,
10214,Sting,Desert Rose,232,2000-05-13,2000-08-26,33,
10215,Jay-Z,Big Pimpin',235,2000-04-22,2000-07-08,33,
10216,Kid Rock,Only God Knows Why,327,2000-02-19,2000-04-15,33,
10217,Foo Fighters,Learn To Fly,235,1999-10-16,2000-01-22,33,
10218,"Dixie Chicks, The",Goodbye Earl,259,2000-03-18,2000-05-06,33,
10219,Guy,Dancin',248,1999-12-18,2000-01-01,33,
10220,Lil Bow Wow,Bounce With Me,202,2000-08-19,2000-09-16,33,
10221,Westlife,Swear It Again,247,2000-04-01,2000-07-01,33,
10222,Train,Meet Virginia,235,1999-10-09,2000-01-22,33,
10223,"Thomas, Carl",I Wish,230,2000-03-25,2000-05-13,33,
10224,Hanson,This Time Around,254,2000-04-22,2000-05-06,33,
10225,"Simpson, Jessica",I Think I'm In Love With You,212,2000-07-01,2000-08-12,33,
10226,Ludacris,What's Your Fantasy,256,2000-09-30,2000-12-16,33,
10227,Lil' Zane,Callin' Me,223,2000-07-29,2000-09-02,33,
10228,M2M,Don't Say You Love Me,221,1999-11-20,2000-01-08,33,
10229,SoulDecision,Faded,205,2000-07-08,2000-09-09,33,
10230,"Brock, Chad",Yes!,202,2000-04-08,2000-07-01,33,
10231,"Martin, Ricky",Shake Your Bon-Bon,188,1999-11-20,2000-02-12,33,
10232,Vertical Horizon,You're A God,225,2000-08-26,2000-11-04,33,
10233,Avant,Separated,253,2000-04-29,2000-05-20,33,
10234,"Rimes, LeAnn",Big Deal,183,1999-10-16,2000-01-01,33,
10235,IMx,Stay The Night,217,1999-10-09,2000-01-08,33,
10236,Dr. Dre,The Next Episode,158,2000-05-27,2000-07-29,33,
10237,"Spears, Britney",Lucky,203,2000-08-12,2000-09-09,33,
10238,Savage Garden,Crash And Burn,281,2000-04-08,2000-05-27,33,
10239,Kandi,Don't Think I'm Not,230,2000-08-05,2000-10-07,33,
10240,Sammie,I Like It,249,2000-01-29,2000-04-15,33,
10241,Goo Goo Dolls,Broadway,234,2000-04-22,2000-07-01,33,
10242,"Moore, Mandy",I Wanna Be With You,252,2000-06-17,2000-08-12,33,
10243,Dr. Dre,Forgot About Dre,222,2000-01-22,2000-03-25,33,
10244,D'Angelo,Untitled (How Does It Feel),430,2000-01-22,2000-02-19,33,
10245,"Messina, Jo Dee",That's The Way,197,2000-06-24,2000-08-26,33,
10246,Avant,My First Love,268,2000-11-04,2000-12-16,33,
10247,Son By Four,A Puro Dolor (Purest Of Pain),210,2000-04-08,2000-08-19,33,
10248,Da Brat,What'Chu Like,237,2000-06-03,2000-08-12,33,
10249,DMX,Party Up (Up In Here),225,2000-02-26,2000-04-22,33,
10250,"Dixie Chicks, The",Cowboy Take Me Away,291,1999-11-27,2000-01-29,33,
10251,"McGraw, Tim",My Next Thirty Years,217,2000-10-21,2000-12-16,33,
10252,"Tritt, Travis",Best Of Intentions,255,2000-08-19,2000-12-02,33,
10253,Alice Deejay,Better Off Alone,410,2000-04-08,2000-06-03,33,
10254,Hoku,Another Dumb Blonde,227,2000-02-19,2000-04-08,33,
10255,"Houston, Whitney",I Learned From The Best,258,2000-02-19,2000-03-25,33,
10256,Counting Crows,Hanginaround,247,1999-11-06,2000-01-29,33,
10257,Mary Mary,Shackles (Praise You),192,2000-03-25,2000-05-13,33,
10258,"Carey, Mariah",Crybaby,319,2000-06-24,2000-06-24,33,
10259,"McGraw, Tim",My Best Friend,273,1999-11-27,2000-01-29,33,
10260,Sugar Ray,Falls Apart,255,2000-01-15,2000-02-19,33,
10261,Madonna,American Pie,270,2000-02-19,2000-03-04,33,
10262,"Jones, Donell",Where I Wanna Be,382,2000-04-22,2000-07-08,33,
10263,"Paisley, Brad",We Danced,225,2000-10-14,2000-12-16,33,
10264,Lonestar,What About Now,210,2000-06-10,2000-08-19,33,
10265,"Backstreet Boys, The",The One,226,2000-05-27,2000-07-01,33,
10266,"Keith, Toby",How Do You Like Me Now?!,209,2000-01-29,2000-04-08,33,
10267,"Strait, George",The Best Day,204,2000-01-29,2000-04-22,33,
10268,"Dixie Chicks, The",Without You,212,2000-10-07,2000-12-23,33,
10269,Musiq,Just Friends (Sunny),242,2000-10-14,2000-12-30,33,
10270,"McEntire, Reba",What Do You Say,206,1999-10-30,2000-01-29,33,
10271,"Braxton, Toni",Just Be A Man About It,250,2000-07-29,2000-09-02,33,
10272,"Iglesias, Enrique",Rhythm Divine,455,1999-12-04,2000-01-22,33,
10273,"Fabian, Lara",I Will Love Again,223,2000-06-10,2000-08-12,33,
10274,Bon Jovi,It's My Life,224,2000-08-12,2000-09-30,33,
10275,"Evans, Sara",Born To Fly,336,2000-10-21,2000-12-30,33,
10276,"Chesney, Kenny",I Lost It,234,2000-10-21,2000-12-23,33,
10277,J-Shin,One Night Stand,274,1999-12-25,2000-02-26,33,
10278,Eve,Love Is Blind,231,2000-01-08,2000-02-19,33,
10279,Aaliyah,I Don't Wanna,255,2000-01-29,2000-03-04,33,
10280,"Montgomery, John Michael",The Little Girl,232,2000-09-09,2000-10-28,33,
10281,"Carter, Aaron",Aaron's Party (Come Get It),203,2000-08-26,2000-09-16,33,
10282,"Vassar, Phil",Just Another Day In Paradise,234,2000-09-30,2000-12-02,33,
10283,Ice Cube,You Can Do It,260,1999-12-04,2000-01-15,33,
10284,"Wills, Mark",Back At One,240,2000-01-15,2000-02-26,33,
10285,Lucy Pearl,Dance Tonight,225,2000-05-20,2000-07-29,33,
10286,"Jackson, Alan",It Must Be Love,173,2000-06-24,2000-09-02,33,
10287,"Griggs, Andy",She's More,199,2000-03-11,2000-06-10,33,
10288,No Doubt,Simple Kind Of Life,251,2000-07-01,2000-07-22,33,
10289,"Jean, Wyclef",911,240,2000-10-07,2000-11-25,33,
10290,Rascal Flatts,Prayin' For Daylight,216,2000-05-06,2000-08-12,33,
10291,Vitamin C,Graduation (Friends Forever),263,2000-04-15,2000-06-10,33,
10292,"Gilman, Billy",One Voice,247,2000-06-17,2000-09-02,33,
10293,Lonestar,Smile,213,1999-12-18,2000-02-12,33,
10294,"Rogers, Kenny",Buy Me A Rose,226,2000-03-11,2000-05-06,33,
10295,"Lawrence, Tracy",Lessons Learned,175,2000-01-29,2000-04-08,33,
10296,"Strait, George",Go On,228,2000-08-26,2000-10-28,33,
10297,Sisqo,Got To Get It,232,1999-11-20,2000-01-22,33,
10298,Baha Men,Who Let The Dogs Out,197,2000-07-22,2000-10-21,33,
10299,"Walker, Clay",The Chain Of Love,303,2000-04-15,2000-06-10,33,
10300,"McBride, Martina",Love's The Only House,313,2000-02-05,2000-04-15,33,
10301,Amber,Sexual (Li Da Di),278,1999-07-17,2000-02-12,33,50.0
10302,"Tippin, Aaron",Kiss This,173,2000-08-26,2000-10-21,33,
10303,SheDaisy,I Will.. But,220,2000-07-15,2000-09-16,33,
10304,"Raye, Collin",Couldn't Last A Moment,220,2000-03-18,2000-06-24,33,
10305,Black Rob,Whoa!,244,2000-03-04,2000-04-15,33,
10306,"Jackson, Alan",Pop A Top,184,1999-11-13,2000-01-22,33,
10307,"Black, Clint",Been There,328,2000-02-19,2000-04-15,33,
10308,Common,The Light,235,2000-08-05,2000-09-09,33,
10309,"Vassar, Phil",Carlene,247,2000-03-04,2000-04-22,33,
10310,"Jackson, Alan",www.memory,156,2000-11-04,2000-12-23,33,
10311,Vitamin C,The Itch,210,2000-12-02,2000-12-16,33,
10312,"Eastsidaz, The",G'D Up,267,2000-01-08,2000-02-12,33,
10313,Ideal,Whatever,228,2000-06-10,2000-08-19,33,
10314,"Thomas, Carl",Emotional,271,2000-11-25,2000-12-30,33,
10315,Ginuwine,None Of Ur Friends Business,252,1999-12-11,2000-01-22,33,
10316,"Davidson, Clay",Unconditional,236,2000-03-25,2000-06-17,33,
10317,DMX,What You Want,245,2000-07-01,2000-09-23,33,
10318,"John, Elton",Someday Out Of The Blue,281,2000-04-22,2000-05-06,33,
10319,Pearl Jam,Nothing As It Seems,320,2000-05-13,2000-05-13,33,
10320,Mya,The Best Of Me,252,2000-04-15,2000-05-20,33,
10321,"Heatherly, Eric",Flowers On The Wall,196,2000-04-29,2000-08-12,33,
10322,Eminem,Stan,326,2000-11-04,2000-12-02,33,
10323,"McEntire, Reba",I'll Be,263,2000-05-13,2000-07-29,33,
10324,"Lopez, Jennifer",Feelin' Good,268,2000-02-19,2000-04-08,33,
10325,"Urban, Keith",Your Everything,250,2000-07-15,2000-09-16,33,
10326,TLC,Dear Lie,276,2000-02-12,2000-03-04,33,
10327,"Gill, Vince",Feels Like Love,253,2000-09-02,2000-11-18,33,
10328,"Houston, Whitney",Could I Have This Kiss Forever,234,2000-06-17,2000-08-05,33,
10329,Bloodhound Gang,The Bad Touch,260,2000-03-18,2000-04-15,33,
10330,"Williams, Robbie",Angels,236,1999-11-20,2000-01-22,33,
10331,"Messina, Jo Dee",Because You Love Me,230,2000-01-29,2000-03-11,33,
10332,"Keith, Toby",Country Comes To Town,219,2000-08-05,2000-10-14,33,
10333,Beenie Man,Girls Dem Sugar,257,2000-10-21,2000-12-02,33,
10334,"Hill, Faith",Let's Make Love,251,2000-08-12,2000-10-21,33,
10335,Kelis,Caught Out There,249,1999-12-04,2000-01-08,33,
10336,Jay-Z,Anything,221,2000-02-26,2000-03-11,33,
10337,3 Doors Down,Loser,264,2000-10-21,2000-12-02,33,
10338,Brooks & Dunn,You'll Always Be Loved By Me,178,2000-06-10,2000-09-09,33,
10339,"Chesney, Kenny",What I Need To Do,245,2000-04-01,2000-06-10,33,
10340,"Stone, Angie",No More Rain (In This Cloud),282,1999-12-25,2000-01-22,33,
10341,Da Brat,That's What I'm Looking For,224,2000-02-26,2000-04-15,33,
10342,SheDaisy,This Woman Needs,200,2000-02-05,2000-03-04,33,
10343,Papa Roach,Last Resort,199,2000-07-29,2000-12-02,33,
10344,"Adams, Yolanda",Open My Heart,330,2000-08-26,2000-10-21,33,
10345,Shyne,Bad Boyz,262,2000-09-09,2000-10-28,33,
10346,R.E.M.,The Great Beyond,250,1999-12-25,2000-01-29,33,
10347,"Diffie, Joe",It's Always Somethin',175,2000-08-12,2000-09-16,33,
10348,"McGraw, Tim",Some Things Never Change,236,2000-05-13,2000-07-01,33,
10349,"Henley, Don",Taking You Home,248,2000-06-24,2000-08-05,33,
10350,Eminem,The Way I Am,280,2000-08-26,2000-09-30,33,
10351,Nas,You Owe Me,231,2000-03-25,2000-04-15,33,
10352,Sister Hazel,Change Your Mind,242,2000-07-15,2000-08-05,33,
